crop,soil_moisture,temperature,humidity,nitrogen,phosphorus,potassium,ph,action
Rice,68.38,28.33,77.37,29.6,46.77,78.45,6.15,Fertilize
Rice,73.44,26.83,80.6,79.14,41.72,75.72,6.22,Optimal
Sugarcane,57.7,34.66,69.36,89.55,41.31,103.39,6.8,Monitor
Maize,52.26,45.5,88.3,102.32,50.08,83.35,6.28,Apply Pesticide
Potato,64.54,21.49,65.9,76.02,19.4,111.48,5.53,Fertilize
Potato,62.69,19.74,66.79,75.53,27.2,111.09,5.74,Fertilize
Rice,57.7,25.93,80.16,69.2,39.03,67.75,6.43,Monitor
Wheat,47.51,38.9,88.5,73.29,36.89,74.26,7.0,Apply Pesticide
Potato,52.7,21.87,67.95,65.72,51.23,99.57,5.47,Monitor
Cotton,39.09,32.36,55.47,23.8,36.86,65.16,6.79,Fertilize
Potato,82.7,20.44,90.4,97.67,58.85,129.59,5.95,Harvest
Soybean,29.4,27.23,37.2,41.35,42.14,80.81,6.39,Irrigate
Rice,103.6,24.66,103.7,84.7,53.82,82.54,6.05,Harvest
Wheat,47.26,36.1,83.5,74.93,41.71,75.24,6.98,Apply Pesticide
Wheat,47.35,37.6,87.1,74.11,40.06,71.2,6.89,Apply Pesticide
Rice,69.52,27.21,84.96,74.94,18.6,76.29,6.2,Fertilize
Maize,54.65,28.1,68.94,95.85,9.6,83.42,6.23,Fertilize
Cotton,74.4,32.64,78.1,71.59,39.79,77.08,7.11,Harvest
Sugarcane,62.61,50.1,92.8,101.53,48.19,99.37,6.56,Apply Pesticide
Maize,9.6,27.11,21.6,93.84,50.26,83.09,6.41,Irrigate
Sugarcane,69.37,42.8,93.6,97.03,48.4,100.19,6.8,Apply Pesticide
Potato,46.2,21.77,68.65,66.29,46.3,108.41,5.48,Monitor
Potato,59.84,34.1,86.7,75.88,51.19,107.27,5.6,Apply Pesticide
Wheat,47.66,20.88,61.25,75.4,41.19,75.33,6.51,Optimal
Rice,99.0,27.75,104.7,97.43,50.69,91.55,6.07,Harvest
Cotton,42.16,44.4,93.5,57.63,35.66,68.41,6.8,Apply Pesticide
Rice,98.1,27.75,95.6,90.31,47.64,90.75,6.05,Harvest
Rice,67.2,41.4,96.4,74.06,48.48,79.42,6.18,Apply Pesticide
Sugarcane,66.46,43.0,92.2,99.95,42.49,100.3,6.98,Apply Pesticide
Cotton,26.1,34.67,56.25,49.03,31.24,68.62,6.51,Monitor
Wheat,48.53,21.22,62.4,70.42,39.76,66.47,6.65,Optimal
Cotton,39.82,46.5,84.1,57.8,36.1,67.71,6.93,Apply Pesticide
Soybean,48.07,24.67,62.63,7.3,45.85,75.54,6.54,Fertilize
Rice,94.7,25.66,100.9,87.25,51.48,86.09,6.43,Harvest
Rice,71.01,26.0,81.59,78.84,45.37,79.18,6.15,Optimal
Potato,63.5,19.05,75.07,83.3,10.1,111.18,5.65,Fertilize
Potato,59.95,21.07,74.92,76.45,51.13,120.02,5.74,Optimal
Tomato,60.41,25.28,66.55,85.26,24.9,96.28,6.65,Fertilize
Wheat,46.27,36.4,87.4,67.49,40.06,67.22,6.97,Apply Pesticide
Cotton,43.06,33.6,58.07,58.88,33.01,71.03,6.87,Optimal
Soybean,47.18,39.8,85.5,40.55,46.71,75.95,6.32,Apply Pesticide
Soybean,22.3,25.08,29.0,39.74,46.36,84.78,6.69,Irrigate
Rice,72.62,43.6,95.3,77.41,44.79,74.79,6.02,Apply Pesticide
Wheat,76.1,20.01,79.7,78.2,41.22,71.62,6.82,Harvest
Soybean,84.8,25.9,89.4,42.72,48.09,85.53,6.27,Harvest
Cotton,38.7,31.54,51.15,21.6,34.73,74.46,7.13,Fertilize
Maize,30.0,30.12,39.8,91.86,52.93,93.21,6.57,Irrigate
Soybean,39.1,24.73,61.51,34.28,39.46,78.07,6.48,Monitor
Soybean,36.6,24.34,61.41,35.55,40.42,78.0,6.26,Monitor
Wheat,22.3,20.53,25.9,74.83,42.06,71.55,6.55,Irrigate
Sugarcane,90.3,28.11,95.9,116.77,47.27,121.76,6.84,Harvest
Rice,60.9,26.05,81.78,69.37,38.96,74.49,6.51,Monitor
Potato,56.15,32.4,92.2,79.08,54.1,113.67,5.58,Apply Pesticide
Sugarcane,52.6,32.35,76.57,94.86,43.44,97.32,6.8,Monitor
Soybean,82.0,23.26,87.8,49.6,49.14,89.63,6.55,Harvest
Soybean,76.7,23.73,86.0,47.66,50.47,93.84,6.37,Harvest
Soybean,72.7,23.21,91.0,48.42,49.02,82.17,6.5,Harvest
Soybean,48.81,36.5,89.7,40.88,42.41,85.49,6.24,Apply Pesticide
Cotton,39.42,30.18,51.41,56.24,35.56,68.84,7.12,Optimal
Tomato,85.9,23.86,89.6,103.17,55.17,98.34,6.34,Harvest
Cotton,32.0,34.53,56.71,52.96,32.85,63.85,6.87,Monitor
Rice,50.5,27.87,23.3,82.2,46.65,80.96,6.1,Irrigate
Soybean,50.62,26.01,70.19,6.9,42.99,80.93,6.37,Fertilize
Soybean,33.4,25.03,66.84,38.01,41.95,78.32,6.11,Monitor
Wheat,48.28,19.4,63.86,66.96,38.02,70.21,6.84,Optimal
Wheat,29.0,20.41,53.75,64.27,36.81,66.46,6.73,Monitor
Sugarcane,51.6,33.78,74.88,91.51,37.56,89.49,6.91,Monitor
Soybean,21.5,27.86,23.5,42.09,46.17,81.33,6.55,Irrigate
Potato,27.3,22.51,28.5,84.62,54.4,119.43,5.74,Irrigate
Sugarcane,49.3,30.65,71.07,92.25,41.81,95.93,6.37,Monitor
Sugarcane,64.21,31.94,75.01,50.6,46.57,104.14,6.55,Fertilize
Wheat,25.0,19.82,35.9,74.37,42.64,73.28,6.58,Irrigate
Soybean,51.07,24.83,64.31,7.4,48.11,80.63,6.39,Fertilize
Rice,31.7,27.3,29.2,85.06,46.2,83.68,6.23,Irrigate
Maize,55.6,40.5,82.5,89.31,50.12,93.97,6.52,Apply Pesticide
Wheat,33.9,19.88,54.59,62.27,35.16,65.26,6.8,Monitor
Cotton,41.43,31.72,59.02,19.4,35.41,73.84,6.83,Fertilize
Maize,19.5,27.84,35.4,101.74,47.06,94.31,6.42,Irrigate
Sugarcane,63.58,33.49,77.05,103.95,47.69,107.94,6.93,Optimal
Rice,17.3,29.09,30.3,78.75,47.77,85.06,6.45,Irrigate
Maize,55.0,40.6,96.2,89.86,52.09,87.72,6.44,Apply Pesticide
Wheat,34.5,21.83,54.4,59.43,33.88,68.86,6.69,Monitor
Wheat,28.8,19.6,56.67,64.52,34.17,62.82,6.4,Monitor
Cotton,42.96,30.11,55.74,64.52,3.4,67.42,6.96,Fertilize
Wheat,47.27,19.55,59.81,75.22,38.35,72.48,6.89,Optimal
Rice,68.19,38.9,94.6,77.0,42.08,78.04,6.02,Apply Pesticide
Cotton,24.0,31.85,56.65,53.18,33.13,62.17,6.59,Monitor
Potato,59.59,20.31,73.34,77.3,57.41,115.99,5.64,Optimal
Potato,38.1,22.36,34.2,81.24,54.21,116.78,5.92,Irrigate
Maize,45.8,28.37,59.24,85.52,48.36,87.92,6.55,Monitor
Wheat,46.02,19.86,60.52,65.77,41.93,73.18,6.49,Optimal
Cotton,67.5,29.34,70.5,67.68,38.96,81.99,7.13,Harvest
Tomato,16.5,25.85,44.1,80.75,48.47,95.21,6.46,Irrigate
Rice,75.0,26.63,77.78,31.1,48.1,84.31,6.5,Fertilize
Cotton,13.4,32.43,42.1,55.52,37.76,75.11,6.92,Irrigate
Wheat,36.1,21.1,61.37,59.5,36.79,65.33,6.85,Monitor
Tomato,11.4,25.4,35.7,87.22,47.01,101.67,6.34,Irrigate
Maize,86.2,25.72,86.3,116.75,58.26,91.92,6.15,Harvest
Maize,51.58,26.08,65.01,101.9,16.9,88.68,6.27,Fertilize
Rice,73.99,37.7,94.8,79.3,46.53,78.41,6.46,Apply Pesticide
Wheat,45.89,35.2,80.3,69.39,38.16,64.97,6.76,Apply Pesticide
Potato,32.9,21.74,28.8,77.45,55.5,107.3,5.71,Irrigate
Cotton,37.71,49.0,84.4,62.27,34.11,69.68,6.64,Apply Pesticide
Soybean,35.8,25.8,58.08,37.95,37.66,70.45,6.64,Monitor
Rice,69.9,42.8,94.3,77.8,41.94,74.54,6.1,Apply Pesticide
Soybean,25.5,26.15,29.0,42.01,46.8,78.32,6.46,Irrigate
Tomato,51.5,26.89,71.32,73.14,42.94,83.38,6.83,Monitor
Tomato,55.68,23.29,72.56,23.7,48.53,94.75,6.34,Fertilize
Rice,73.97,26.97,76.76,84.75,44.61,80.19,6.18,Optimal
Rice,8.0,30.03,39.8,81.63,46.8,75.55,6.23,Irrigate
Sugarcane,65.32,44.8,95.3,101.17,44.59,110.09,6.98,Apply Pesticide
Sugarcane,60.29,32.99,73.93,113.0,47.38,96.87,6.95,Optimal
Sugarcane,8.3,35.21,20.7,109.69,47.81,106.89,6.83,Irrigate
Cotton,8.8,31.73,37.1,63.08,34.15,70.25,6.65,Irrigate
Soybean,40.2,24.9,60.94,35.38,40.67,69.03,6.67,Monitor
Tomato,52.2,26.62,73.1,72.88,47.37,84.35,6.37,Monitor
Sugarcane,62.24,49.1,94.9,110.2,45.26,109.93,6.99,Apply Pesticide
Maize,59.25,46.0,89.1,93.62,50.76,91.45,6.26,Apply Pesticide
Soybean,34.2,23.74,67.14,34.87,38.76,71.6,6.51,Monitor
Maize,81.0,25.55,93.0,110.75,52.86,101.65,6.65,Harvest
Soybean,34.2,23.94,59.0,34.95,41.12,75.2,6.55,Monitor
Cotton,9.2,34.41,36.8,64.22,34.33,73.21,6.95,Irrigate
Sugarcane,53.5,33.26,70.82,86.95,41.82,90.87,7.0,Monitor
Rice,43.8,29.19,22.8,77.3,43.63,76.8,6.26,Irrigate
Tomato,59.16,25.66,66.59,87.07,47.38,98.98,6.52,Optimal
Wheat,74.9,20.53,85.5,82.5,42.23,72.0,6.67,Harvest
Sugarcane,54.0,32.54,68.79,95.97,39.81,92.5,7.03,Monitor
Soybean,12.9,24.48,31.7,37.24,43.41,82.56,6.43,Irrigate
Rice,69.78,25.29,76.7,86.23,42.43,79.99,6.31,Optimal
Wheat,41.49,30.8,88.0,73.55,39.09,71.72,6.78,Apply Pesticide
Cotton,62.2,32.38,80.1,64.09,38.07,77.39,6.66,Harvest
Wheat,42.35,20.54,63.74,69.17,39.45,69.36,6.52,Optimal
Soybean,8.9,27.37,43.8,40.0,45.42,84.42,6.25,Irrigate
Wheat,70.0,20.39,84.0,74.14,44.1,71.36,6.84,Harvest
Tomato,63.47,42.9,95.4,88.45,49.33,90.13,6.31,Apply Pesticide
Rice,67.11,25.34,81.42,77.29,45.58,75.58,6.24,Optimal
Wheat,32.3,22.07,55.97,62.86,36.64,62.15,6.68,Monitor
Tomato,59.06,23.14,67.96,83.61,47.72,101.98,6.39,Optimal
Wheat,33.1,19.96,62.22,58.92,35.54,69.13,6.6,Monitor
Sugarcane,84.5,32.45,98.5,111.8,46.44,107.88,6.92,Harvest
Potato,62.95,38.7,85.0,74.4,54.43,122.59,5.77,Apply Pesticide
Soybean,75.8,23.22,82.9,49.46,54.15,94.15,6.51,Harvest
Cotton,61.5,32.04,70.2,73.15,39.76,76.72,7.01,Harvest
Potato,60.02,18.83,74.64,41.3,54.32,120.18,5.6,Fertilize
Rice,66.57,42.6,96.6,76.83,43.76,80.48,6.11,Apply Pesticide
Rice,67.25,28.47,74.09,85.14,44.72,81.76,6.33,Optimal
Potato,55.82,35.2,87.5,83.29,53.55,121.82,5.72,Apply Pesticide
Rice,98.6,24.89,101.1,95.24,50.64,86.53,6.16,Harvest
Sugarcane,69.68,33.61,79.01,8.0,43.22,99.09,6.98,Fertilize
Soybean,51.55,25.55,62.62,40.23,44.35,78.4,6.69,Optimal
Maize,56.63,42.7,92.0,93.55,53.74,92.8,6.17,Apply Pesticide
Maize,51.19,42.4,80.5,95.61,46.16,96.34,6.64,Apply Pesticide
Maize,51.88,29.19,68.07,46.7,46.72,95.46,6.45,Fertilize
Sugarcane,31.0,35.33,20.1,107.14,42.95,109.01,6.91,Irrigate
Maize,44.7,27.24,58.36,85.81,46.46,76.52,6.55,Monitor
Soybean,49.1,42.5,93.4,39.07,46.81,86.13,6.34,Apply Pesticide
Wheat,41.63,36.4,80.0,65.79,41.27,73.84,6.49,Apply Pesticide
Rice,72.88,26.27,83.13,11.5,42.34,78.02,6.4,Fertilize
Wheat,46.35,20.05,63.53,37.9,41.79,71.26,6.52,Fertilize
Sugarcane,86.1,28.2,91.7,128.31,51.96,120.75,6.65,Harvest
Tomato,50.5,24.02,65.46,70.06,44.73,83.05,6.18,Monitor
Cotton,42.3,33.49,51.16,56.89,33.15,71.93,6.63,Optimal
Wheat,44.66,20.87,63.29,72.36,40.05,71.41,6.86,Optimal
Rice,100.4,27.98,99.3,92.05,46.48,81.06,6.12,Harvest
Maize,55.8,25.77,61.66,87.95,49.39,97.04,6.59,Optimal
Maize,53.56,26.5,65.68,95.89,3.4,92.22,6.55,Fertilize
Rice,53.4,29.97,75.62,68.28,43.13,74.6,6.02,Monitor
Maize,52.82,40.0,92.7,88.9,53.86,95.4,6.42,Apply Pesticide
Sugarcane,63.6,33.12,73.03,97.42,46.68,102.48,6.66,Optimal
Tomato,61.88,23.32,68.09,87.24,48.05,96.75,6.4,Optimal
Maize,83.2,25.33,89.1,114.9,54.48,99.9,6.29,Harvest
Maize,82.1,28.4,82.0,109.14,52.98,104.95,6.62,Harvest
Rice,73.92,25.76,82.16,80.55,18.8,75.2,6.06,Fertilize
Cotton,43.04,50.2,69.5,63.54,33.4,68.36,7.17,Apply Pesticide
Wheat,41.94,19.32,56.05,74.03,40.58,74.5,6.85,Optimal
Sugarcane,95.1,30.84,94.6,112.78,47.19,109.74,6.84,Harvest
Cotton,62.7,29.89,72.3,70.87,39.37,80.37,6.68,Harvest
Maize,59.39,28.11,64.11,100.69,50.43,93.59,6.44,Optimal
Maize,57.34,26.72,62.29,97.26,46.37,85.26,6.35,Optimal
Maize,35.7,26.68,43.0,95.85,46.89,85.89,6.58,Irrigate
Wheat,22.4,19.43,33.8,75.26,43.08,67.56,6.72,Irrigate
Tomato,57.87,26.33,65.85,89.34,18.2,99.58,6.28,Fertilize
Potato,15.5,20.18,29.4,76.8,55.35,120.65,5.59,Irrigate
Potato,29.1,20.19,44.4,82.23,50.69,115.3,5.6,Irrigate
Soybean,76.7,25.08,84.5,42.49,46.82,93.56,6.51,Harvest
Maize,39.8,29.05,67.04,77.04,48.45,76.57,6.01,Monitor
Wheat,48.55,20.31,58.38,12.4,38.57,64.96,6.74,Fertilize
Soybean,49.17,34.3,83.6,39.89,47.13,78.38,6.39,Apply Pesticide
Wheat,44.34,18.52,57.48,73.13,11.5,66.7,6.62,Fertilize
Soybean,50.27,26.33,65.84,42.46,13.4,82.4,6.43,Fertilize
Wheat,44.34,19.73,64.47,71.11,40.87,72.39,6.9,Optimal
Potato,18.8,19.46,30.7,76.87,50.89,108.26,5.7,Irrigate
Maize,54.99,26.61,68.99,7.9,52.38,94.1,6.27,Fertilize
Sugarcane,64.56,33.12,72.69,98.9,42.74,97.96,6.75,Optimal
Potato,47.6,21.93,70.69,72.04,50.47,109.68,5.7,Monitor
Soybean,70.2,23.07,91.5,46.97,49.6,91.11,6.66,Harvest
Cotton,65.9,30.43,72.1,71.68,36.09,76.07,6.73,Harvest
Cotton,42.14,29.84,55.75,8.3,35.35,64.6,6.93,Fertilize
Maize,55.08,44.8,84.3,102.48,51.9,86.75,6.47,Apply Pesticide
Maize,40.6,30.09,59.71,90.25,47.2,82.22,6.6,Monitor
Cotton,25.5,31.19,49.9,52.79,30.63,64.63,6.86,Monitor
Potato,61.78,18.43,64.44,75.88,57.31,121.16,5.62,Optimal
Tomato,91.8,22.89,97.8,99.99,54.15,97.31,6.53,Harvest
Sugarcane,67.61,31.65,75.57,96.85,21.9,110.54,6.72,Fertilize
Maize,38.1,28.93,62.69,83.48,45.63,86.01,6.58,Monitor
Maize,29.2,30.2,22.3,96.24,49.01,84.8,6.25,Irrigate
Rice,46.4,26.85,21.3,82.78,44.82,84.47,6.19,Irrigate
Soybean,33.5,24.8,66.26,33.85,39.93,75.18,6.33,Monitor
Sugarcane,64.32,33.19,75.36,17.9,47.74,97.81,6.85,Fertilize
Soybean,48.95,24.07,64.64,40.96,45.29,83.51,6.57,Optimal
Tomato,16.8,25.69,37.6,86.32,50.05,100.6,6.28,Irrigate
Soybean,17.3,27.93,27.6,37.21,43.95,74.16,6.67,Irrigate
Soybean,48.11,23.92,59.98,7.5,47.72,78.28,6.6,Fertilize
Wheat,44.72,19.88,62.98,73.64,13.6,68.49,6.52,Fertilize
Sugarcane,64.99,32.46,78.72,99.0,17.1,102.7,6.85,Fertilize
Soybean,53.3,37.4,86.6,41.23,44.72,81.13,6.49,Apply Pesticide
Soybean,52.94,23.68,64.78,42.51,48.31,83.99,6.73,Optimal
Sugarcane,48.4,29.92,71.04,88.2,37.6,97.42,7.14,Monitor
Wheat,45.3,19.1,62.43,15.0,38.57,69.68,6.85,Fertilize
Potato,63.28,18.72,71.24,75.77,52.72,117.73,5.81,Optimal
Soybean,15.4,24.53,37.9,42.7,44.66,83.38,6.62,Irrigate
Tomato,41.6,24.75,37.6,90.05,49.44,92.36,6.25,Irrigate
Potato,79.2,19.0,95.3,97.0,57.57,128.26,5.83,Harvest
Soybean,84.6,23.02,88.6,43.7,51.52,87.88,6.59,Harvest
Rice,73.11,38.5,96.3,73.76,42.96,74.43,6.39,Apply Pesticide
Maize,46.4,27.5,63.56,86.01,42.91,88.43,6.59,Monitor
Wheat,42.17,18.85,60.12,68.0,39.51,75.4,6.56,Optimal
Cotton,65.1,32.5,70.8,73.25,40.29,77.67,6.66,Harvest
Cotton,42.01,33.93,52.81,56.22,34.42,66.01,7.08,Optimal
Potato,56.98,21.19,73.64,74.92,51.72,109.92,5.93,Optimal
Maize,55.5,28.38,65.96,93.28,18.0,92.16,6.44,Fertilize
Soybean,10.9,27.25,43.4,40.52,45.75,85.83,6.69,Irrigate
Cotton,59.1,29.56,71.4,66.35,40.91,74.93,7.0,Harvest
Maize,54.44,25.82,69.75,19.3,48.22,92.1,6.54,Fertilize
Potato,85.5,19.18,93.6,85.32,60.17,118.34,5.54,Harvest
Tomato,85.7,24.73,96.7,97.24,57.26,99.98,6.53,Harvest
Soybean,49.11,24.0,69.56,5.3,46.99,80.63,6.64,Fertilize
Rice,96.8,27.57,100.5,87.5,48.67,88.07,6.27,Harvest
Cotton,40.13,50.1,91.4,59.68,34.98,64.72,6.91,Apply Pesticide
Sugarcane,93.8,29.3,92.2,112.31,53.03,119.39,6.64,Harvest
Sugarcane,97.2,31.1,101.3,129.07,50.46,120.87,6.73,Harvest
Maize,89.4,28.06,81.4,113.59,54.68,102.96,6.55,Harvest
Cotton,73.5,30.32,73.2,64.79,41.07,77.43,7.0,Harvest
Wheat,22.2,21.77,30.2,71.47,40.49,69.12,6.8,Irrigate
Potato,37.0,19.79,31.3,78.12,50.85,115.39,5.7,Irrigate
Rice,21.8,29.22,26.8,76.04,42.73,77.98,6.21,Irrigate
Soybean,77.8,25.68,88.3,48.23,51.93,91.85,6.25,Harvest
Wheat,22.2,19.39,35.8,69.29,39.72,73.57,6.78,Irrigate
Sugarcane,63.73,29.45,73.88,99.3,8.7,102.15,6.71,Fertilize
Rice,64.63,25.19,85.99,77.38,46.94,81.6,6.19,Optimal
Soybean,51.87,25.68,63.95,5.0,42.27,78.62,6.59,Fertilize
Soybean,75.1,23.82,88.0,45.13,51.27,89.02,6.64,Harvest
Maize,56.91,26.69,66.65,95.69,53.89,95.6,6.49,Optimal
Cotton,13.6,32.92,23.6,59.54,33.1,69.99,6.65,Irrigate
Maize,56.39,27.89,61.36,91.17,53.44,85.46,6.5,Optimal
Potato,84.5,18.29,85.1,94.07,65.88,134.67,5.95,Harvest
Rice,58.4,28.58,72.63,69.05,42.25,76.04,5.88,Monitor
Maize,85.5,28.7,80.6,107.18,52.94,91.67,6.28,Harvest
Sugarcane,65.87,30.03,71.37,106.6,15.6,102.42,6.89,Fertilize
Rice,15.1,28.22,33.8,80.9,42.91,83.1,6.01,Irrigate
Rice,30.7,28.72,43.4,82.2,44.87,83.96,6.48,Irrigate
Rice,43.4,29.59,33.7,74.45,46.92,81.07,6.39,Irrigate
Rice,94.8,24.52,95.8,85.4,49.43,85.71,6.36,Harvest
Potato,55.25,20.46,69.7,15.6,58.95,109.72,5.75,Fertilize
Potato,45.5,21.08,70.23,68.64,52.24,113.31,5.59,Monitor
Tomato,32.6,25.18,44.3,89.13,51.01,98.11,6.66,Irrigate
Cotton,40.3,29.14,54.98,14.8,34.3,73.53,6.72,Fertilize
Tomato,57.39,25.42,64.48,86.92,20.3,100.2,6.64,Fertilize
Soybean,47.93,23.98,67.39,39.07,43.24,84.94,6.26,Optimal
Potato,59.9,19.07,71.16,19.4,51.93,119.41,5.7,Fertilize
Maize,56.53,27.86,62.83,99.24,52.21,89.87,6.19,Optimal
Potato,60.54,19.57,72.41,84.3,3.4,115.88,5.79,Fertilize
Tomato,93.8,22.53,93.0,94.04,52.64,97.05,6.67,Harvest
Rice,72.46,28.1,76.4,24.1,45.85,83.46,6.05,Fertilize
Cotton,72.4,30.02,79.5,70.58,40.54,75.07,7.14,Harvest
Wheat,43.87,31.0,85.7,73.85,40.18,65.78,6.62,Apply Pesticide
Tomato,19.6,24.96,21.6,90.28,47.95,88.87,6.5,Irrigate
Maize,86.5,28.28,85.6,107.03,57.68,103.44,6.27,Harvest
Rice,68.44,43.5,96.0,81.04,45.22,84.4,6.12,Apply Pesticide
Tomato,61.78,24.17,74.96,79.21,52.93,96.53,6.56,Optimal
Soybean,8.3,27.76,42.4,37.04,42.28,79.38,6.45,Irrigate
Potato,15.1,20.2,22.0,82.71,51.04,107.57,5.6,Irrigate
Tomato,86.1,25.92,97.9,97.91,52.28,109.7,6.56,Harvest
Potato,8.7,19.43,35.2,84.51,58.3,122.38,5.89,Irrigate
Wheat,41.47,34.7,88.5,64.97,38.66,73.94,6.53,Apply Pesticide
Rice,66.58,28.37,83.87,25.9,43.55,81.77,6.14,Fertilize
Wheat,47.87,20.09,63.36,65.07,38.26,67.31,6.69,Optimal
Soybean,53.55,40.5,79.3,39.63,48.12,84.99,6.7,Apply Pesticide
Maize,77.2,27.51,92.7,114.53,57.07,100.07,6.39,Harvest
Wheat,45.77,34.4,77.8,67.07,37.23,65.14,6.49,Apply Pesticide
Soybean,49.31,39.4,80.6,40.44,42.19,75.88,6.44,Apply Pesticide
Sugarcane,66.67,51.1,91.9,101.05,48.36,109.48,6.51,Apply Pesticide
Soybean,12.3,25.55,40.1,36.99,48.03,78.68,6.75,Irrigate
Cotton,67.2,29.57,81.1,74.1,36.95,78.24,7.07,Harvest
Soybean,50.92,26.74,61.65,5.5,47.95,81.88,6.53,Fertilize
Maize,35.1,30.47,23.5,88.26,50.29,86.89,6.29,Irrigate
Tomato,51.4,27.35,66.62,69.6,43.13,81.75,6.73,Monitor
Potato,83.6,18.97,90.6,97.12,56.98,123.55,5.96,Harvest
Rice,72.96,38.9,94.2,73.75,44.48,78.85,6.49,Apply Pesticide
Rice,71.95,39.4,94.5,81.03,44.88,82.93,6.22,Apply Pesticide
Soybean,51.16,23.26,66.03,42.1,9.9,79.87,6.31,Fertilize
Soybean,85.0,26.15,83.3,48.27,52.95,94.14,6.31,Harvest
Sugarcane,65.2,29.52,74.09,101.14,48.39,97.18,6.78,Optimal
Maize,52.67,45.2,85.5,94.52,52.89,93.39,6.27,Apply Pesticide
Wheat,47.56,31.7,83.4,72.53,37.43,72.86,6.54,Apply Pesticide
Rice,68.33,26.59,78.64,13.3,41.84,81.16,6.49,Fertilize
Tomato,49.1,25.43,63.68,77.09,47.53,80.65,6.62,Monitor
Sugarcane,64.82,31.8,80.34,97.91,48.1,100.1,6.93,Optimal
Maize,39.8,30.24,66.6,81.16,47.42,78.98,6.16,Monitor
Tomato,83.1,24.44,85.2,97.34,58.15,100.81,6.69,Harvest
Sugarcane,96.2,28.19,99.3,122.65,50.59,110.28,6.93,Harvest
Tomato,55.26,24.1,65.3,83.92,49.45,90.08,6.67,Optimal
Soybean,68.2,22.73,87.5,45.33,49.74,85.36,6.67,Harvest
Soybean,48.92,38.4,87.7,39.9,45.84,78.0,6.5,Apply Pesticide
Rice,89.4,26.78,101.1,98.0,49.3,85.0,6.25,Harvest
Sugarcane,96.7,32.58,99.3,123.31,47.49,108.24,6.61,Harvest
Tomato,46.1,25.12,69.5,78.82,45.68,86.53,6.2,Monitor
Maize,55.78,26.91,62.33,52.9,53.76,87.95,6.2,Fertilize
Tomato,58.84,37.8,93.2,80.24,46.49,87.78,6.69,Apply Pesticide
Cotton,13.8,35.66,40.0,58.19,36.59,69.29,7.1,Irrigate
Rice,72.27,26.13,74.95,83.61,46.04,74.22,6.18,Optimal
Rice,68.96,28.41,83.39,80.94,48.28,76.17,6.05,Optimal
Potato,80.3,20.17,91.1,85.48,56.84,117.5,5.83,Harvest
Cotton,43.12,33.84,55.08,56.12,36.12,67.41,6.99,Optimal
Cotton,37.09,50.3,84.4,63.15,33.39,73.73,6.68,Apply Pesticide
Soybean,47.63,25.99,60.07,38.95,45.23,76.22,6.69,Optimal
Cotton,31.0,30.01,54.16,51.66,29.15,64.72,6.97,Monitor
Wheat,33.2,19.98,58.85,62.97,35.05,67.19,6.42,Monitor
Rice,103.9,26.72,99.2,88.27,46.44,84.28,6.07,Harvest
Soybean,48.47,26.01,63.19,39.57,47.92,86.2,6.63,Optimal
Sugarcane,96.4,30.1,90.8,118.85,50.66,122.77,6.83,Harvest
Wheat,23.5,20.25,43.1,72.34,41.83,65.35,6.79,Irrigate
Cotton,28.8,32.43,50.95,53.18,29.63,60.0,7.12,Monitor
Rice,58.8,27.32,72.75,74.85,37.49,77.88,6.14,Monitor
Wheat,45.5,34.1,95.0,73.01,43.1,69.74,6.53,Apply Pesticide
Rice,74.94,42.6,96.6,84.19,43.99,81.28,6.08,Apply Pesticide
Cotton,23.9,30.35,54.33,53.24,30.45,63.91,6.81,Monitor
Tomato,86.0,23.9,88.4,105.0,55.98,103.41,6.6,Harvest
Sugarcane,60.95,32.35,80.3,107.39,13.1,105.06,6.8,Fertilize
Cotton,16.3,35.06,25.3,63.12,36.22,71.86,6.84,Irrigate
Soybean,52.15,24.9,67.52,42.42,15.5,81.58,6.65,Fertilize
Rice,57.2,29.3,77.3,75.89,40.11,75.36,5.89,Monitor
Rice,67.98,41.9,94.2,76.9,42.08,77.63,6.44,Apply Pesticide
Rice,71.95,41.4,95.3,81.72,47.36,79.07,6.32,Apply Pesticide
Soybean,48.6,43.9,84.6,40.36,42.56,80.42,6.38,Apply Pesticide
Wheat,67.1,20.25,76.6,77.38,47.98,80.99,6.9,Harvest
Soybean,51.76,25.02,64.22,41.78,45.45,81.68,6.72,Optimal
Wheat,24.1,19.68,40.4,73.04,39.02,72.13,6.48,Irrigate
Cotton,18.5,34.61,42.8,57.4,36.34,73.66,7.09,Irrigate
Sugarcane,32.1,34.47,37.8,98.9,42.23,112.13,6.52,Irrigate
Maize,54.39,28.41,63.78,102.24,51.36,92.3,6.61,Optimal
Tomato,63.41,24.02,67.25,90.22,48.8,97.53,6.43,Optimal
Soybean,48.09,24.78,66.56,40.27,19.0,73.84,6.76,Fertilize
Wheat,67.2,19.7,78.6,86.39,44.12,76.47,6.86,Harvest
Cotton,37.22,31.62,58.6,14.2,33.3,65.51,7.1,Fertilize
Sugarcane,69.93,31.63,72.81,104.1,44.93,101.36,6.57,Optimal
Wheat,41.46,19.82,58.74,71.9,42.81,65.36,6.66,Optimal
Sugarcane,67.5,32.32,77.06,37.6,45.89,105.91,6.82,Fertilize
Maize,55.36,28.15,62.66,91.63,52.41,93.15,6.44,Optimal
